약국명,우편번호,주소,전화번호,위도,경도
초록온누리약국,34140,"대전광역시 유성구 어은로 57 111호 (어은동, 한빛아파트)",042-861-2310,36.3650212,127.3561171
진하우리약국,45013,울산광역시 울주군 서생면 진하6길 18 (서생면),052-238-8677,35.3851185,129.3459777
진주약국,24329,강원도 춘천시 춘천로 188 (효자동),033-242-2092,37.8762547,127.7352717
푸른바다약국,10381,"경기도 고양시 일산서구 중앙로 1559 107호 (대화동, 씨티타워)",031-924-3110,37.675418,126.7482045
효약국,21903,"인천광역시 연수구 청학로 5 (청학동, 행복빌딩)",032-833-5798,37.4275632,126.6632608
문경새재약국,36917,경상북도 문경시 문경읍 문희로 37 1층,054-572-5800,36.7355306,128.1080919
믿음약국,61969,광주광역시 서구 상무대로 923 (쌍촌동),062-383-7574,35.1515134,126.862918
관평무지개약국,34017,대전광역시 유성구 테크노4로 98-4 (관평동),042-933-3525,36.4263297,127.3896135
라임약국,5639,서울특별시 송파구 마천로 25 1층 (방이동),02-3432-7582,37.5096914,127.1239294
문약국,14248,"경기도 광명시 범안로 1047 (하안동, 우덕빌딩 102호)",02-802-5995,37.4625433,126.8790519
국민약국,7738,"서울특별시 강서구 곰달래로 225 1,2층 (화곡동)",02-2602-4711,37.5318488,126.8580318
메디팜하나약국,46964,부산광역시 사상구 사상로 252 (괘법동),051-326-6100,35.1672794,128.982358
메트로약국,13506,"경기도 성남시 분당구 성남대로 926 1층 (야탑동, 메트로빌딩)",708-1238,37.4125779,127.129292
명보약국,8652,서울특별시 금천구 시흥대로 92 (시흥동),02-803-2384,37.4422775,126.9040734
벽산프라자약국,8656,"서울특별시 금천구 금하로 763 213,214호 (시흥동, 벽산중심상가)",02-895-2247,37.4503622,126.9146175
중앙메디칼약국,7391,서울특별시 영등포구 가마산로 582 (신길동),02-846-8950,37.5039663,126.920892
명진약국,51598,"경상남도 창원시 진해구 웅동로 72 104호 (마천동, 남명프라자)",055-551-2733,35.1246041,128.7840172
대창약국,58839,전라남도 신안군 안좌면 중부로 852 (자은면),061-262-1118,34.7544792,126.1253444
청수약국,14003,경기도 안양시 만안구 장내로 83 1층 (안양동),031-449-7725,37.395147,126.9178054
조양약국,51680,경상남도 창원시 진해구 충장로 126 101호 (충무동),055-541-1600,35.1518855,128.6657218
메디팜명재약국,57756,전라남도 광양시 광양읍 순광로 697 (),061-762-7349,34.9704965,127.5891303
웰빙약국,44719,울산광역시 남구 삼산로 260 (삼산동),052-274-4850,35.5386785,129.3356602
삼성약국,58153,전라남도 화순군 능주면 죽수길 94 94,061-372-8041,34.991536,126.9583765
메디팜우주약국,5507,"서울특별시 송파구 올림픽로35길 10 B동 212-호 (신천동, 파크리오)",02-425-2777,37.5203138,127.1132814
길동보룡약국,5351,서울특별시 강동구 양재대로 1478 (길동),02-477-4114,37.5376961,127.1402416
그레이스약국,10874,"경기도 파주시 청석로 260 104호 (동패동, 트리플메디칼타워)",031-942-2968,37.7250679,126.7176745
21세기맑은약국,21344,인천광역시 부평구 길주로 623 지하2층 (삼산동),032-363-2201,37.5083726,126.7320632
흰돌약국,35244,"대전광역시 서구 둔산북로 215 (둔산동, 가람아파트상가)",042-482-0170,36.3566824,127.3975353
대관령약국,25344,강원도 평창군 대관령면 대관령로 105 (대관령면),033-335-5005,37.6724173,128.7081621
헬스원약국,22003,"인천광역시 연수구 센트럴로 160 140, 141호 (송도동, 파크게이트 )",032-832-9907,37.3928401,126.6436371
인천터미널약국,22242,"인천광역시 미추홀구 연남로 35 (관교동,인천터미널 1층)",032-432-0231,37.4424853,126.7013784
유성약국,34172,대전광역시 유성구 유성대로 740 (장대동),042-822-2926,36.3589017,127.3337278
영약국,13331,경기도 성남시 수정구 수정로120번길 37-1 (수진동),031-752-1277,37.4383041,127.1351093
터미날약국,10930,경기도 파주시 아동로 9-1 (금촌동),031-941-2193,37.7643268,126.775754
메디팜우리들약국,21319,"인천광역시 부평구 부평북로 442 105호 (삼산동, 삼산프라자)",032-504-0010,37.5217044,126.7424966
시네마온누리약국,12150,"경기도 남양주시 늘을2로 26 409호 (호평동, 메인시네마타워)",031-559-9975,37.6550783,127.2441115
딸기약국,22810,"인천광역시 서구 건지로 402 402동 105호 (가좌동, 가좌한신휴플러스)",032-573-5670,37.4952507,126.6846641
싱싱약국,6145,서울특별시 강남구 선릉로 567 1층 일부호 (역삼동),070-8851-3202,37.5090876,127.0440696
명인약국,47864,부산광역시 동래구 사직북로57번길 58 (사직동),051-501-6476,35.197371,129.0588202
새천지약국,51289,"경상남도 창원시 마산회원구 북성로 138 (회원동, 천지리치빌106호)",055-246-7776,35.2194077,128.5710312
상도시장약국,6959,서울특별시 동작구 상도로22길 46 (상도동),02-813-2149,37.5014093,126.937082
왕자약국,4585,서울특별시 중구 다산로36길 11 (신당동),02-2231-7908,37.5628577,127.0162008
한일약국,24835,강원도 속초시 청학로 27 (청학동),033-633-4176,38.2015575,128.5832687
현대약국,24058,강원도 철원군 서면 와수로 172-1 금화프라자1층,033-458-8330,38.2387937,127.4386543
프라자건강약국,26392,강원도 원주시 능라동길 70 (무실동),033-734-9570,37.3337964,127.9302031
대학약국,26425,강원도 원주시 일산초교길 37 1층 (일산동),033-735-7588,37.3477709,127.9434141
한솔약국,26026,강원도 태백시 연지로 21 (황지동),033-553-2427,37.1757031,128.9893745
우리들약국,25551,강원도 강릉시 옥가로 53-1 (교동),033-645-0106,37.7612235,128.8999091
동현약국,24757,강원도 고성군 토성면 아야진해변길 63 (),033-632-5541,38.2709532,128.5551327
낙원약국,24237,강원도 춘천시 영서로 2779 (우두동),033-253-3051,37.9013552,127.7284277
행복가득가톨릭약국,35301,대전광역시 서구 도산로 351 1층 (용문동),042-534-0222,36.3364138,127.390352
한사랑약국,34625,대전광역시 동구 대전천동로 574 (중동),042-222-2560,36.3315418,127.4282174
세란약국,35230,"대전광역시 서구 둔산로 34 102호 (둔산동, 씨엔씨타워)",042-486-0214,36.3513987,127.3775316
보은약국,16844,"경기도 용인시 수지구 정평로 40-1 302호 (풍덕천동, 거묵상가)",031-265-4292,37.3199328,127.0876577
유달약국,58667,전라남도 목포시 하당로153번길 4 (상동),061-282-0282,34.8055167,126.414575
건강약국,30047,세종특별자치시 연서면 당산로 353 353,044-867-0862,36.5631211,127.2828103
선화약국,47295,부산광역시 부산진구 서전로10번길 60 (부전동),051-802-6428,35.155244,129.0597605
스마일온누리약국,4781,서울특별시 성동구 뚝섬로 377 (성수동2가),02-462-3364,37.5400154,127.0528865
새생명약국,21033,인천광역시 계양구 임학동로 47 대경빌딩 (임학동),543-0675,37.5461342,126.7371264
정다운약국,46271,부산광역시 금정구 부곡로 118 1층 (부곡동),051-582-3692,35.2263484,129.0920353
팜약국,7327,서울특별시 영등포구  국제금융로2길 7 (여의도동),02-783-4920,37.5246532,126.9268443
옵티마세란약국,5058,"서울특별시 광진구 자양로13길 47 1층 (자양동, 욱영빌딩)",02-3436-9714,37.5341664,127.0818965
종오약국,3130,서울특별시 종로구 종로 195-1 1층 (종로4가),02-763-7771,37.571136,126.9994653
세계로약국,2781,서울특별시 성북구 화랑로40길 54 (석관동),02-962-5446,37.6134502,127.06449
장약국,6104,"서울특별시 강남구 학동로 224 B109호 (논현동, 삼환아르누보)",070-8808-8547,37.514462,127.0335294
한강메디칼약국,7524,서울특별시 강서구 허준로 23 107호 (가양동),02-2659-7489,37.571579,126.8452813
마더스약국,8849,서울특별시 관악구 난곡로 226 (신림동),02-867-6464,37.4745244,126.9172827
숲약국,5559,"서울특별시 송파구 석촌호수로 68 (잠실동, A동 1층, 지층)",02-418-6700,37.5102288,127.0857221
삼보약국,2621,서울특별시 동대문구 전농로 24 (답십리동),02-2249-6084,37.5670155,127.0569165
정은약국,4725,"서울특별시 성동구 장터길 34 1층 (금호동4가, 남지빌딩)",02-2293-3961,37.5481802,127.0196328
동양당한약국,1076,"서울특별시 강북구 노해로17길 21 1층 8호 (수유동, 수유중앙시장)",02-959-0075,37.6403416,127.0211971
주차편한우리약국,3765,"서울특별시 서대문구 성산로 492 1층 (대신동, 동관)",02-392-7722,37.5611775,126.941737
수약국,8073,서울특별시 양천구 중앙로 247 1층 (신정동),02-2699-7189,37.5183929,126.8534273
하늘약국,4071,서울특별시 마포구 독막로 2 2층 (합정동),02-322-2365,37.5484969,126.9136361
중앙약국,4564,서울특별시 중구 을지로 251 1층 (을지로6가),02-2275-4982,37.5665549,127.0062707
스카이약국,26353,강원도 원주시 지정면 신지정로 316-2 103호,033-747-9405,37.3820253,127.8729252
농민약국,25136,강원도 홍천군 홍천읍 홍천로 315 (),033-433-1413,37.6886939,127.8804017
보람약국,26315,강원도 원주시 북원로 2695 (가현동),033-745-5231,37.384214,127.9471958
참사랑약국,24823,강원도 속초시 장안로 29 (동명동),033-638-8843,38.2111361,128.5926622
메디칼김약국,25928,강원도 삼척시 오십천로 510 (정상동),033-573-1360,37.4367486,129.1728336
한마음약국,25146,강원도 홍천군 홍천읍 연봉로 35 (홍천읍),033-432-1345,37.6817786,127.8777196
메디팜송약국,25920,"강원도 삼척시 진주로 24 (남양동,남양상가103호)",033-574-3775,37.4429139,129.1642713
미키팜약국,25139,강원도 홍천군 홍천읍 홍천로 326 (홍천읍),033-433-3721,37.6880778,127.8816456
푸른약국,26409,"강원도 원주시 백간길 25 (단계동, (주)SG프라자 내 1층)",033-733-2123,37.3520827,127.9263005
흥업온누리약국,26403,강원도 원주시 흥업면 남원로 76 (흥업면),033-764-9424,37.3028412,127.9203165
소망약국,25221,강원도 횡성군 횡성읍 삼일로 22 (횡성읍),033-345-6350,37.4915002,127.9866653
사랑약국,24820,강원도 속초시 미시령로3359번길 20 1층 115호 (교동),033-638-3004,38.2070773,128.5746259
장수약국,26233,강원도 영월군 영월읍 중앙1로 48 (영월읍),033-373-1474,37.1853758,128.4659745
대풍약국,26022,강원도 태백시 황지로 21 (황지동),033-553-8393,37.1608225,128.9902894
신흥약국,1830,서울특별시 노원구 공릉로 323 1층 (하계동),02-974-3414,37.6356997,127.0707979
스마트셀약국,17041,"경기도 용인시 처인구 백옥대로 1374 3층 306호 (유방동, 유림해피랜드)",031-332-7456,37.257699,127.2129005
가족약국,11444,경기도 양주시 평화로 1426 (덕계동),031-861-8288,37.8181225,127.0462927
맑은샘약국,4728,"서울특별시 성동구 금호로 117 상가동 지2층 28-1호 (금호동2가, 금호자이1차)",02-2236-1858,37.5528052,127.0223892
건강왕약국,49524,부산광역시 사하구 다대로 547 (다대동),051-262-7005,35.0573807,128.9713871
메가센트럴약국,26462,"강원도 원주시 양지로 80 110, 111호 (반곡동)",033-747-8744,37.3279898,127.9861972
보령당약국,35332,대전광역시 서구 도산로 74 (도마동),042-527-7592,36.3151137,127.3794182
연수약국,31981,충청남도 서산시 시장6로 31 (동문동),041-681-8614,36.782358,126.45775
초원그린약국,31177,"충청남도 천안시 동남구 신촌4로 16 101호 (신방동, 초원그린아파트상가)",041-577-0074,36.7872937,127.1264388
새봄약국,31522,충청남도 아산시 번영로 223 아산 동양고속터미널 복합시설 302호 (모종동),041-546-5015,36.7848546,127.0152216
보경약국,11033,경기도 연천군 전곡읍 전곡로 166 (전곡읍),031-832-2042,38.0268467,127.0679856
주민약국,39195,경상북도 구미시 송동로 149 (도량동),054-442-8276,36.145853,128.3227708
그랜드약국,61120,광주광역시 북구 우치로 237 (오치동),062-251-0977,35.1859456,126.9050455
메디팜경약국,3466,서울특별시 은평구 응암로22길 15-1 (응암동),02-386-9507,37.5937359,126.9199824
박약국,13398,경기도 성남시 중원구 희망로 359 (상대원동),031-745-5981,37.4378577,127.1579948
2층하늘약국,3941,"서울특별시 마포구 월드컵북로 230 201호 (중동, 현대상가)",02-303-4290,37.5701536,126.9038462
청십자약국,54594,전라북도 익산시 인북로 157 1층 (남중동),063-855-1014,35.9429712,126.9545944
선한약국,54654,전라북도 익산시 선화로3길 16-10 (모현동1가),855-7713,35.9499984,126.9389049
우리들약국,54898,전라북도 전주시 덕진구 권삼득로 303 1층 (금암동),063-901-9128,35.8432224,127.128462
나라약국,56163,전라북도 정읍시 중앙1길 58 (수성동),063-531-6311,35.5686194,126.851808
팜메이트 설천약국,55548,전라북도 무주군 설천면 무설로 1588 (),063-324-9797,36.0091567,127.7872527
365일박사약국,54865,"전라북도 전주시 덕진구 기지로 77 302동 A-113호 (장동, 전북혁신도시 더 M city 센텀)",063-226-3650,35.8390606,127.0605142
연지약국,0,전라북도 정읍시 청수3길 36 (시기동),063-536-7773,35.565839,126.8539063
정다운약국,54933,전라북도 전주시 덕진구 전주천동로 506 (금암동),063-278-3141,35.8370275,127.1315796
문약국,54634,전라북도 익산시 무왕로 1018 1층 (영등동),063-843-3656,35.9583791,126.9696992
시장종로약국,55768,전라북도 남원시 의총로 43 (금동),063-632-9913,35.4045576,127.3759765
참조은약국,55093,"전라북도 전주시 완산구 백제대로 114 (효자동1가, 참정형외과)",063-222-3751,35.8037038,127.1248991
백제약국,56326,전라북도 부안군 줄포면 줄포중앙로 49 (백제약국),063-582-0129,35.5904137,126.6785548
연지시민약국,56181,전라북도 정읍시 충정로 348 (연지동),063-531-5151,35.576303,126.847558
알파약국,54658,전라북도 익산시 배산로 69 103호 (모현동1가),070-4383-1112,35.9440232,126.9379269
건강약국,54130,전라북도 군산시 하나운안1길 37-1 1층 103호 (나운동),063-471-1233,35.9655919,126.6951333
더나은약국,54984,전라북도 전주시 완산구 백제대로 264 1층 102호 (중화산동2가),063-904-0107,35.8167715,127.1233779
부안약국,56308,전라북도 부안군 부안읍 시장1길 5-31 (),063-581-8858,35.7270127,126.7360952
미도약국,55093,전라북도 전주시 완산구 백제대로 120 미래내과 (효자동1가),063-225-7863,35.8038776,127.1246418
실로암약국,54917,전라북도 전주시 덕진구 백제대로 686 105~107호 (인후동2가),063-247-1300,35.8437749,127.1442301
봄약국,55430,전라북도 진안군 진안읍 진무로 1119 (),063-433-2475,35.7923811,127.4309298
서신종로약국,54950,전라북도 전주시 완산구 당산로 98 (서신동),063-275-8813,35.831988,127.1192626
태평양약국,55763,전라북도 남원시 남문로 431 (하정동),063-633-1458,35.4070704,127.3786914
제일종합약국,54553,전라북도 익산시 하나로 434 1층 (어양동),063-832-8600,35.9592371,126.9819046
천사약국,56315,전라북도 부안군 부안읍 번영로 160 (),063-584-5672,35.7264218,126.7380497
키다리약국,55150,전라북도 전주시 덕진구 세병로 92 에코시티 데시앙 네스트 3블럭 1층 106호 (송천동2가),063-277-1212,35.8725528,127.1343046
연세큰사랑약국,54911,전라북도 전주시 덕진구 도당산4길 69 1층 (우아동3가),063-247-3367,35.8457073,127.1541747
열린약국,56163,전라북도 정읍시 중앙2길 13-6 제일항장외과의원 (수성동),063-535-2633,35.5684703,126.8524663
줄포종합약국,56326,전라북도 부안군 줄포면 줄포중앙로 50 줄포종합약국,063-584-3398,35.5902458,126.6788567
버들온누리약국,56433,전라북도 고창군 고창읍 중앙로 229 (),,35.4352828,126.7006634
구세약국,54135,"전라북도 군산시 백토로 114 (나운동, 광명빌딩)",063-463-2004,35.9689985,126.7054658
대원약국,55311,전라북도 완주군 고산면 읍내1길 5 (),063-261-6000,35.975505,127.2067498
평화프라자약국,55126,전라북도 전주시 완산구 소대배기로 16 (평화동2가),063-229-3330,35.7870912,127.1318696
정읍보은약국,56159,전라북도 정읍시 서부로 53 1층 (연지동),063-535-2842,35.5727157,126.8469311
스마트약국,54951,전라북도 전주시 완산구 당산로 48 소망빌딩 1층 (서신동),063-272-7600,35.8320026,127.1135032
비타민약국,54545,전라북도 익산시 무왕로9길 3 1층 (영등동),063-724-3355,35.9586899,126.9730657
더나은약국,61454,광주광역시 동구 남문로 770 (학동),062-651-5575,35.1383635,126.9240576
휴베이스 한빛약국,58323,전라남도 나주시 정보화길 52 1층 102호 (빛가람동),061-332-9930,35.0238358,126.7997122
정문약국,59019,전라남도 해남군 옥천면 해남로 594 (),061-534-2642,34.5842186,126.6480318
보건약국,59024,전라남도 해남군 해남읍 해남로 39 고기나라,061-536-6055,34.5712951,126.6114624
대학약국,57923,전라남도 순천시 중앙로 314 1층 (가곡동),061-753-8250,34.9735975,127.4828206
키다리약국,58011,전라남도 순천시 해룡면 매안로 145 101B호,061-724-1144,34.9355829,127.5498379
은혜약국,57962,전라남도 순천시 팔마로 126 (조곡동),061-746-3375,34.944952,127.5017768
샛별약국,58217,전라남도 나주시 월정1길 41 (빛가람동),061-331-7582,35.0097379,126.7872957
부부약국,58421,전라남도 영암군 영암읍 오리정길 2 (),061-472-5555,34.7950494,126.7010113
양산달약국,61024,광주광역시 북구 하서로 416 1층 1호 (양산동),062-574-7447,35.2120236,126.8748299
미소지음약국,61987,광주광역시 서구 화운로 129 1층 101호 (화정동),062-371-0914,35.1505455,126.8776694
광양나라약국,57756,전라남도 광양시 광양읍 숲샘길 88 1층,061-763-8847,34.9705942,127.5866495
푸른솔약국,61709,광주광역시 남구 서문대로 686 교육타워 1층 (진월동),062-671-1400,35.120511,126.8991194
소원약국,62300,광주광역시 광산구 수등로 238 (신가동),062-953-2757,35.1849357,126.8349721
365 종로약국,58244,전라남도 나주시 대호길 85-1 1층 (대호동),,35.0427314,126.7171204
장약국,57643,전라남도 구례군 구례읍 로터리길 13 (),061-782-2298,35.2091077,127.466186
여성아동약국,57968,전라남도 순천시 장선배기1길 6-10 (조례동),723-5275,34.9531857,127.5231173
힘찬약국,57936,전라남도 순천시 용당삼산로 11 1층 (용당동),061-755-1208,34.9728684,127.4898463
희망약국,58217,전라남도 나주시 상야2길 22 선도타워 1층 104호 (빛가람동),061-332-1119,35.0215741,126.78791
나주친절약국,58255,전라남도 나주시 영산로 5426 1층 102호 (성북동),061-334-3323,35.0355449,126.7220212
양산스타약국,61019,광주광역시 북구 임방울대로 1055 (용두동),,35.2121699,126.8728594
해변약국,59792,전라남도 여수시 웅천로 124 102호 (웅천동),061-682-8805,34.7407382,127.6766371
계림약국,61428,광주광역시 동구 경양로 282-1 1층 (계림동),062-226-2227,35.1546878,126.9202721
오약국,58713,전라남도 목포시 청호로 193 1층 (산정동),061-279-2626,34.8074092,126.3716906
청해약국,59158,전라남도 완도군 노화읍 이포길 27-1 (),061-552-2775,34.1762697,126.573382
금성약국,61661,광주광역시 남구 양림로 39 금성약국 (양림동),062-652-7582,35.1369858,126.913398
백약국,59750,전라남도 여수시 좌수영로 25 (광무동),061-642-2800,34.7427437,127.727768
하하약국,58011,전라남도 순천시 해룡면 향매로 135 금화빌딩 101호,061-725-1412,34.9326474,127.5540921
모아약국,57972,전라남도 순천시 해룡면 순광로 224 (),061-727-0045,34.9631508,127.5430533
무지개약국,61924,광주광역시 서구 경열로 118 1층 (양동),062-369-8718,35.1526573,126.8989732
나주태평양약국,58255,전라남도 나주시 나주로 197 1층 (중앙동),061-332-7577,35.0342586,126.7214644
은약국,61613,광주광역시 남구 대남대로 337 (월산동),062-369-7447,35.1416629,126.8930847
보보약국,61267,광주광역시 북구 북문대로 167 1층 (운암동),062-446-8631,35.1830567,126.8712106
한솔약국,61129,광주광역시 북구 서하로 389 1층 (문흥동),062-269-0059,35.1853706,126.9226842
건강온누리약국,61985,광주광역시 서구 상무대로 1046 1층 (화정동),062-385-7788,35.1516321,126.8764249
고흥약국,59502,전라남도 고흥군 동강면 고흥로 4265 기타일반업무시설,061-835-5506,34.7800919,127.3336455
라임약국,62299,광주광역시 광산구 수등로 270 (신가동),062-956-3646,35.1849785,126.8383314
학동 참조은약국,61459,광주광역시 동구 의재로 23-1 1층 (학동),062-228-3335,35.1331023,126.9300844
온사랑약국,62306,광주광역시 광산구 임방울대로 342 103호 (수완동),062-955-9550,35.1903865,126.8243182
신생약국,59346,전라남도 장흥군 관산읍 관산로 81-1 (),061-867-2018,34.5626451,126.9385032
우리약국,62402,광주광역시 광산구 동곡로 739 105호 (선암동),062-945-6354,35.1475085,126.7778703
신대타운온누리약국,58012,전라남도 순천시 해룡면 향매로 59 신대타운 1층 102호,,34.9346455,127.5461465
공약국,57788,전라남도 광양시 중마중앙로 81 1층 (중동),061-794-0911,34.9374388,127.697747
건강제일약국,61198,광주광역시 북구 동문대로 88 (두암동),,35.1714554,126.9237669
여수알파약국,59742,전라남도 여수시 동문로 64 (관문동),061-662-4143,34.7425177,127.7409576
우리아이약국,62328,광주광역시 광산구 사암로340번길 47 (월곡동),062-956-5212,35.1753625,126.8113705
센트럴약국,59697,전라남도 여수시 둔덕2길 6-1 (미평동),061-652-2580,34.7671085,127.7022681
밝은약국,59540,전라남도 고흥군 고흥읍 터미널길 24 (),061-833-7733,34.6073425,127.281528
상무1번약국,61964,광주광역시 서구 운천로 207 신환빌딩 1층 (치평동),062-375-6479,35.1507515,126.8548456
새장흥약국,59324,전라남도 장흥군 장흥읍 중앙로1길 7-2 (장흥읍),061-863-0690,34.6774927,126.909576
다나을약국,42242,대구광역시 수성구 범안로 58 1층 (범물동),,35.8176634,128.6441503
현대약국,36414,경상북도 영덕군 영해면 영덕로 1612-1 (),054-734-5498,36.5233904,129.4031919
푸른온누리약국,39836,경상북도 칠곡군 석적읍 유학로 18 (),054-977-7556,36.0791708,128.4118997
애플약국,42144,대구광역시 수성구 희망로 229 107호 (황금동),053-768-6577,35.8464452,128.6240481
죽전하나약국,42639,대구광역시 달서구 달구벌대로 1565 1층 (죽전동),053-572-1110,35.8508863,128.5378344
옹기 한약국,42158,대구광역시 수성구 수성로25길 66 1층 (상동),053-766-8895,35.8379122,128.6081035
행복한약국,42413,대구광역시 남구 중앙대로31길 203 (대명동),053-624-7113,35.8523523,128.5830219
금호동산약국,38877,경상북도 영천시 금호읍 교대길 14 (),054-337-5088,35.9324001,128.8719819
안성약국,37312,경상북도 의성군 안계면 용기4길 10 (),054-861-2000,36.3886026,128.4337344
참조은약국,38619,경상북도 경산시 경안로 202 (중방동),053-817-6917,35.8255842,128.7373615
문전약국,41404,대구광역시 북구 호국로 807-45 1층 101호 (학정동),053-321-7738,35.9550262,128.5652899
꿀약국,41237,대구광역시 동구 효목로 39-1 1층 (효목동),053-741-1270,35.8770128,128.6394682
오메가약국,42918,대구광역시 달성군 다사읍 대실역남로 2 (),053-585-7227,35.8571161,128.4649564
보배약국,41943,대구광역시 중구 동성로1길 68 (봉산동),053-255-3989,35.8654352,128.596799
정우약국,39440,경상북도 구미시 인동북길 137 (인의동),054-473-8661,36.0960469,128.4302803
다사진약국,42909,대구광역시 달성군 다사읍 다사역로 60 301동 106호 (다사 e-편한세상),053-581-3317,35.8682713,128.4568809
한누리약국,39199,경상북도 구미시 야은로 443 1층 3호 (도량동),054-454-3232,36.1363911,128.3313252
굿모닝약국,42130,"대구광역시 수성구 명덕로 368 (수성동1가, 우방한가람타운)",053-765-2552,35.8543414,128.610729
경대약국,38584,경상북도 경산시 박물관로9길 4-3 (사동),053-817-6525,35.8151446,128.7641749
중앙약국,42986,대구광역시 달성군 논공읍 논공로 747 (),053-615-0007,35.7290807,128.4462668
새봄약국,41409,대구광역시 북구 동화천로 245 1층 106호 (연경동),053-981-0075,35.9426492,128.6179077
228약국,41938,대구광역시 중구 동성로2길 95 동성로 엔터테인먼트몰 1층 (동성로2가),053-422-2228,35.8701805,128.5968649
생약국,42784,대구광역시 달서구 월배로 137 1층 (진천동),053-633-1006,35.815905,128.5292144
제일약국,40028,경상북도 성주군 성주읍 시장길 3 (),054-933-2117,35.917767,128.2869221
해봄약국,42804,대구광역시 달서구 송현로7길 26 정원빌딩 101호 (상인동),053-637-0794,35.8203993,128.5462489
새한솔약국,39225,경상북도 구미시 구미중앙로 115 (원평동),054-442-0330,36.1275489,128.3350546
타워약국,42019,대구광역시 수성구 상록로 5 1층 102호 (범어동),053-753-8311,35.8599701,128.6237285
대구약국,37781,경상북도 포항시 남구 상공로 153 (대도동),054-273-3154,36.0209487,129.3628194
성서까치약국,42620,대구광역시 달서구 이곡공원로 12 1층 (이곡동),053-522-7008,35.8520496,128.5431739
이안약국,41206,대구광역시 동구 송라로 142 1층 (신암동),053-939-0559,35.8792992,128.6153433
포항제일약국,37745,경상북도 포항시 북구 중흥로 325 (죽도동),054-278-7575,36.0312949,129.3644551
성주경북약국,40028,경상북도 성주군 성주읍 성주로 3244 1층 (한빛빌라),054-933-7533,35.9174707,128.2885001
플러스약국,38612,경상북도 경산시 경안로 288 홈플러스 경산점 지하1층 (중방동),053-817-6475,35.8328287,128.7356386
진약국,38831,경상북도 영천시 망정로 7 (망정동),054-332-4142,35.9769326,128.9533086
구미정문약국,39391,경상북도 구미시 3공단1로 284 태영빌딩 103호 (임수동),054-472-6041,36.1072632,128.4024432
하늘약국,42113,"대구광역시 수성구 청수로 235 3층 305호 (황금동, 캐슬골드파크 2단지)",053-767-7578,35.8418807,128.6340169
이노약국,41779,대구광역시 서구 달서로 187 1층 (비산동),053-555-8558,35.878912,128.5710094
조아약국,39843,경상북도 칠곡군 석적읍 석적로 921 (),054-977-9742,36.0726733,128.3940861
반월당명성약국,41957,"대구광역시 중구 달구벌대로 2100 반월당역 지하층 W435,436호 (덕산동)",053-247-0175,35.8644213,128.5933409
울진메디칼약국,36325,경상북도 울진군 울진읍 현내항길 78 (),054-783-8512,36.9919598,129.4084618
명플러스 약국,39589,경상북도 김천시 자산로 62 (모암동),054-439-0026,36.1195998,128.1250207
해맑은약국,43018,대구광역시 달성군 유가읍 테크노상업로 110 107호,053-611-3589,35.6932578,128.4615376
대광약국,42752,대구광역시 달서구 조암로 16 도원빌딩 1층 104호 (월성동),053-632-8198,35.8258462,128.5278564
울진 제일약국,36321,경상북도 울진군 울진읍 현내항길 81 (),054-781-0556,36.9920892,129.4088494
화성센트럴약국,41430,"대구광역시 북구 대천로 100 213동 106호 (동천동, 화성센트럴파크)",053-321-9397,35.935286,128.5604705
경동메디칼약국,37198,경상북도 상주시 상산로 251 (남성동),054-534-6055,36.4133064,128.1592493
금장온누리약국,0,경상북도 경주시 현곡면 안현로 38 (서원빌딩 104호),054-777-4119,35.8708395,129.2035597
우정약국,37751,경상북도 포항시 북구 새천년대로 580 1층 (용흥동),054-275-4310,36.0255963,129.3537623
용약국,37650,경상북도 포항시 북구 대안길 64 우방토파즈 1층 101호 (용흥동),054-246-1515,36.0420804,129.3509746
아이앤유약국,37560,경상북도 포항시 북구 흥해읍 초곡지구로58번길 36 다온빌딩 102호,054-262-2060,36.0966636,129.3359972
대명약국,42484,대구광역시 남구 대명로 66 1층 107호 (대명동),053-622-2301,35.8389365,128.5648304
천사약국,42758,대구광역시 달서구 월곡로 379 1층 106호 (월성동),053-639-1003,35.8255046,128.529804
스카이약국,41535,대구광역시 북구 동북로 156 스카이빌딩 1층 101호 (산격동),053-951-6673,35.8994897,128.6096604
신국제약국,37737,경상북도 포항시 북구 중앙상가2길 21 (남빈동),054-252-1830,36.0362678,129.3644565
선한약국,42759,대구광역시 달서구 조암남로32길 30 (대천동),053-642-9995,35.8187659,128.5157879
옵티마참약국,42760,"대구광역시 달서구 진천로23길 70 106호 (대천동, 대천빌딩)",053-643-2340,35.8152645,128.5205357
헬스플러스약국,37745,경상북도 포항시 북구 중흥로 319 굿모닝메디칼센터 1층 (죽도동),054-282-4424,36.0307494,129.3640819
약사랑약국,41099,대구광역시 동구 율하동로 75 2동 1층 (율하동),053-965-4119,35.8661727,128.7014261
안심약국,39842,경상북도 칠곡군 석적읍 석적로 955-6 (),054-975-3226,36.0755368,128.3928471
이롬약국,39295,경상북도 구미시 신시로10길 8 (형곡동),054-715-7151,36.1144333,128.3398136
한사랑약국,38672,경상북도 경산시 성암로 43 (옥산동),053-815-9880,35.8231882,128.7224016
금약국,41533,대구광역시 북구 연암로 190 1층 (산격동),053-957-5694,35.901306,128.5965081
